Start,End,Lobbyist,Client,Industry,ClientAddress
2015-06-27,2016-06-26,Alexandra Jashinsky,Recurrent Energy,Solar Power Company,"300 California St., 7th floor
San Francisco, California 94104
(37.79322, -122.399963)"
2016-01-07,2017-01-06,Lynn Carley,Austin Restaurant Association ,Restaurant Association,"11309 Pickfair Drive
Austin, Texas 78750
(30.442442, -97.80804)"
2016-01-09,2017-01-08,Stephen Drenner ,Butler Family Interests,Real Estate,"10300 Metropolitan Drive
Austin, Texas 78766
(30.384265, -97.717383)"
2015-10-15,2016-10-14,Michele Haussmann         ,AMS Commercial Real Estate,Real Estate Development,"106 East 6th Street, Ste. 200
Austin, Texas 78701
"
2015-07-21,2016-07-20,Pamela Madere,"A & M Option 541, L.P. c/o Scarborough Sunfield, LLC",Real Estate Development,"16380 Addison Road
Addison, Texas 75001
(32.973326, -96.830302)"
2015-07-21,2016-07-20,Pamela Madere,"6th Street Partners, LLC",Bar,"311 W. 5th Street, Unit T-2
Austin, Texas 78701
(30.268058, -97.746432)"
2016-01-07,2017-01-06,Lynn Carley,"Walton Stacy Development Partners IV, LP",Real Estate Development,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)"
2016-01-13,2017-01-12,Peter Cesaro,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"1135 W. 6th Street, Suite 120
Austin, Texas 78701
(30.272639, -97.75691)"
2016-01-07,2017-01-06,Lynn Carley,Colina West Real Estate/David Kahn,Real Estate Investment/Development,"804 Congress Ave, Ste 300
Austin, Texas 78701
(30.270182, -97.742026)"
2016-01-07,2017-01-06,Lynn Carley,W & G Partnership,Real Estate Development,"2700 Via Fortuna, Suite 140
Austin, Texas 78746
(30.252818, -97.800331)"
2016-01-07,2017-01-06,Lynn Carley,"Walton Stacy LF Land Partners, LP",Real Estate Development,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)"
2015-12-24,2016-12-23,Richard Suttle,St. Andrew's Episcopal School,School,"1112 West 31st Street
Austin, Texas 78705
(30.301644, -97.748453)"
2015-04-01,2016-03-31,Allen Thrower,Met Center II Partners,Zoning,"1135 West 6th Street, Suite 120
Austin, Texas 78703
(30.272639, -97.75691)"
2016-01-07,2017-01-06,Lynn Carley,"Moody, Linda",Private Property Owner,"3607 Pinnacle Road, Suite 5
Austin, Texas 78746
(30.272073, -97.811162)"
2013-01-03,2014-01-03,Wm. Bray,"Christopher Commercial, Inc.",Property Owner,"12918 Shops Parkway, Suite 600
Bee Cave, Texas 78738
(30.307427, -97.945526)"
2015-06-27,2016-06-26,Alexandra Jashinsky,Versa Development,Property Owner,"4733 College Park, Suite 200
San Antonio, Texas 78249
(29.587342, -98.579292)"
2015-04-24,2016-04-23,Nikelle Meade,"Foundation Communities, Inc.",Non-Profit Company,"3036 S. 1st Street, #200
Austin, Texas 78704
(30.233839, -97.76485)"
2015-10-15,2016-10-14,Michele Haussmann         ,"Osten Hall, LLC",Real Estate,"501 N. IH 35
Austin, Texas 78702
(30.264954, -97.734399)"
2011-08-17,2012-08-16,Travis Phillips,"Radec Management, Incorporated",Property Management,"P. O. Box 29837
Austin, Texas 78735
"
2012-09-27,2013-09-27,Amelia Lopez,Austin Community College District,Community College,"5930 Middle Fiskville Road
Austin, Texas 78752
(30.32225, -97.710991)"
2016-01-07,2017-01-06,Amanda Morrow,"Walton Stacy Development Partners IV, LP",Real Estate Development,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)"
2011-08-17,2012-08-16,Travis Phillips,Zachary Scott Theatre,Property Owner,"1510 Toomey Road
Austin, Texas 78704
(30.263862, -97.759489)"
2015-10-15,2016-10-14,Michele Haussmann         ,Caledonia Properties,Real Estate,"1200 Barton Creek Blvd., # 26
Austin, Texas 78735
(30.296646, -97.854305)"
2016-02-27,2017-02-26,Laura Spanjian,Airbnb,Short Term Rentals,"888 Brannan Street
San Francisco, California 94107
(37.77167, -122.404961)"
2016-01-09,2017-01-08,Stephen Drenner ,Transwestern Commercial,Real Estate Developement,"901 South Mopac Espressway, Bldg 4, Ste 250
Austin, Texas 78746
(30.266192, -97.780477)"
2016-01-07,2017-01-06,Lynn Carley,"Dwyer Realty Companies, Inc.",Land Development,"9900 Highway 290, East
Manor, Texas 78653
(30.337576, -97.600497)"
2016-01-13,2017-01-12,Peter Cesaro,"Ayers, Robert A. c/o Shield Ranch",Property Owner,"707 West 10th Street
Austin, Texas 78701
(30.273912, -97.748984)"
2015-04-24,2016-04-23,Nikelle Meade,"1715 G, LLC",Zoning Issues,"755 Grand Blvd. B-105 Suite 236
Miramar Beach, Florida 32550
(30.378447, -86.3106)"
2016-01-07,2017-01-06,Lynn Carley,"Slover, Christopher",Private Property Owner,"2011 Rutland Drive
Austin, Texas 78758
(30.379856, -97.714301)"
2013-01-03,2014-01-03,Wm. Bray,"Ardent Residential, LP",Property Owner/ Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327632, -97.739745)"
2016-01-07,2017-01-06,Amanda Morrow,Blenheim Corporation,Real Estate Investment/ Development,"5949 Sherry Lane, Suite 1230
Dallas, Texas 75225
(32.862324, -96.810102)"
2015-12-24,2016-12-23,Richard Suttle,Westbank Community Library District ,Real Estate Development,"1309 Westbank Drive
Austin, Texas 78746
(30.274388, -97.811838)"
2016-01-07,2017-01-06,Lynn Carley,Hughes Capital Management,Real Estate Development,"1301 S. Capital of TX Highway, Suite A-300
Austin, Texas 78746
(30.278728, -97.820305)"
2016-02-27,2017-02-26,Robert Delp,Workers Defense Action Fund,"Economic Dev, Immigration, health and safety, etc.","5604 Manor Rd.
Austin, Texas 78723
(30.30366, -97.68229)"
2015-08-01,2016-07-31,Jeffrey  Howard,"LTBS 2222, LTD.",Property Owner,"PO Box 29119
Austin, Texas 78755
"
2012-01-06,2013-01-05,Rebecca Moss,Delaware North Companies/Travel Hospitality Services ,"Specialty food,beverage and retail concessions and merchandise","438 Main Street
Buffalo, New York 14202
(42.885936, -78.874293)"
2015-12-24,2016-12-23,Richard Suttle,Google Inc.,Provides internet related products and services,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.947347, -122.488858)"
2016-01-07,2017-01-06,Lynn Carley,EHB Companies,Real Estate Investment/Development,"9755 West Charleston Blvd
Las Vegas, Nevada 89117
(36.158893, -115.311575)"
2016-01-09,2017-01-08,Eric deYoung,"183 BLW, LP",Real Estate Investment,"P.O. Box 13405
Austin, Texas 78711
"
2011-08-17,2012-08-16,Travis Phillips,Oak Hill United Methodist Church,Property Owner,"7815 Highway 290 West
Austin, Texas 78736
(30.229044, -97.885779)"
2015-12-24,2016-12-23,Richard Suttle,"Vivo Hospitality, LP",Restaurant,"2015 Manor Road
Austin, Texas 78722
(30.284033, -97.720526)"
2016-03-14,2017-03-14,Derek Villemez,BDB Ventures ,Residential construction Land Development Code standards,"3571 Far West Boulevard
Austin, Texas
(30.354145, -97.754811)"
2016-01-07,2017-01-06,Lynn Carley,"Safeway, Inc.",Real Estate Investment,"Real Estate Law Office, 5918 Stoneridge Mall Rd.
Pleasanton, California 94588
"
2016-01-07,2017-01-06,Lynn Carley,Texas Disposal Systems,Waste Disposal,"P.O. Box 17126
Austin, Texas 78760
"
2016-01-09,2017-01-08,Michele Lynch,"S.H. 130-71 Holdings, LP",Real Estate,"13359 N HWY 183, Ste 406
Austin, Texas 78750
(30.446171, -97.788558)"
2016-01-07,2017-01-06,Lynn Carley,KIPP Austin Public School,Public School,"8509 FM 969, Bldg 513
Austin, Texas 78757
(30.277029, -97.637599)"
2011-08-17,2012-08-16,Travis Phillips,Elan Hair Salon,Property Owner,"1601 West 38th Street, Suite 10
Austin, Texas 78731
(30.308749, -97.749866)"
2013-01-03,2014-01-03,Nicholas Miller,"Logan, Ellen Anderson",Property Owner,"3929 Villanova St.
Dallas, Texas 75225
(32.864358, -96.800436)"
2015-12-24,2016-12-23,Richard Suttle,"Burris, Gene",Real Estate Investment/Development,"2406 Pemberton Pkwy
Austin, Texas 78703
(30.290006, -97.753209)"
2013-01-03,2014-01-03,Wm. Bray,"Austin Children's Museum, Inc.",Property Owner/Developer,"201 Colorado Street
Austin, Texas 78701
(30.264984, -97.745416)"
2014-10-21,2015-10-21,David Cancialosi,Briley's Upholstery Austin,Customer Services,"2117 Northland Dr.
Austin, Texas 78756
(30.332672, -97.740908)"
2014-10-15,2015-10-15,David Hartman ,"Balcones Resources, Inc. ",Real Estate,"1101 East 11th Street
Austin, Texas 78702
(30.269144, -97.729115)"
2016-01-07,2017-01-06,Amanda Morrow,The Kucera Companies,Real Estate Investment/Development,"7200 North Mopac, Suite 450
Austin, Texas 78731
(30.354335, -97.748176)"
2016-01-20,2017-01-19,David Armbrust            ,"Booth, Suzanne Deal",Real estate related issues,"4107 Lakeplace Lane
Austin, Texas 78746
(30.330129, -97.782836)"
2011-08-17,2012-08-16,Travis Phillips,"Rob Roy Homeowners Association c/o Alliance Management, Incorporated ",Neighborhood Association,"115 Wild Basin Road, Suite 308
Austin, Texas 78746
(30.304764, -97.827729)"
2015-12-24,2016-12-23,Richard Suttle,Circuit of the Americas LP,Sports and Special Events Productions,"P.O. Box 849
Austin, Texas 78767
"
2014-05-15,2015-05-15,Craig Chick,"Uber Technologies, Inc",Information Technology,"182 Howard Street, Ste 8
San Francisco, California 94105
(37.790616, -122.393388)"
2012-01-06,2013-01-05,Rebecca Moss,"National Works, Incorporated",Provider & Applicator of Manhole Coatings and Wastewater Pipe Linings,"P. O. Box 310909
New Braunfels, Texas 78131
"
2015-12-24,2016-12-23,Richard Suttle,Meredith Family  Revocable Trust,Real Estate Development,"248 Addie Roy Road, Suite C200
Austin, Texas 78746
(30.3105, -97.843566)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,Turnkey Cap. Group LLC,Contractor,"1525 Cypress Creek Ste H-148
Cedar Park, Texas
(30.481046, -97.832766)"
2015-10-10,2016-10-09,Mary Stratmann,"Balcones Resources, Inc. ",Real Estate,"1101 East 11th Street
Austin, Texas 78702
(30.269144, -97.729115)"
2014-12-11,2015-12-11,Gerbracht Heidi,Real Estate Council of Austin,Commercial and Residential Real Estate,"98 San Jacinto, Suite 510
Austin, Texas 78701
(30.262712, -97.742141)"
2015-04-01,2016-03-31,Allen Thrower,Zydeco Development Company,Zoning,"1135 West 6th street, Ste. 120
Austin, Texas 78703
(30.264639, -97.731172)"
2013-01-03,2014-01-03,Wm. Bray,"Robbins, Freddie H.",Property Owner,"P.O. Box 2014
Taos, New Mexico 87571
"
2015-08-01,2016-07-31,Jeffrey  Howard,"ZFB, Ltd, c/o Pohl Brown & Associates",Real Estate Development,"10800 Pecan Park Boulevard, Suite 240
Austin, Texas 78750
(30.463881, -97.801374)"
2016-01-13,2017-01-12,Rick Triplett,"WJP Swede Hill, LLC",Property Owner,"11130 Jollyville Road, Suite 302
Austin, Texas 78759
(30.408292, -97.747824)"
2011-08-16,2012-08-15,Deborah Reyes,"Advance America - Cash Advance Centers, Inc.",Financial Services,"135 N. Church Street
Spartanburg, South Carolina 29306
(34.950435, -81.932036)"
2015-01-13,2016-01-13,Stephen Butler,"Ardent Residential, LP",Property Owner/ Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327632, -97.739745)"
2013-01-03,2014-01-03,Wm. Bray,"Cottonwood Holdings, Ltd. c/o Dwyer Realty Companies",Property Owner,"9900 Highway 290 East
Manor, Texas 78653
(30.337576, -97.600497)"
2016-01-07,2017-01-06,Lynn Carley,"Garvey, Jeffery C.",Real Estate Investment/Development,"2201-A Exposition Blvd
Austin, Texas 78703
(30.295882, -97.7687)"
2013-01-03,2014-01-03,Wm. Bray,"Scarbrough Ventures, L.L.C.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303906, -97.736999)"
2015-01-09,2016-01-09,Pete Winstead,Kayne Capital,Purchase of Bond Debt,"1800 Avenue of the Starts, 3rd Floor
Los Angeles, California 90067
"
2016-01-07,2017-01-06,Lynn Carley,IDEA Public Schools,Public School,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391356, -97.705818)"
2016-01-07,2017-01-06,Lynn Carley,"HSD Lakeway Holdings, LTD",Real Estate Investment/Development,"2101 Lakeway Boulevard, Suite 205
Austin, Texas 78734
(30.357599, -97.978513)"
2013-01-03,2014-01-03,Wm. Bray,"Lack & Hurley, Incorporated",Property Owner,"P. O. Box 2086
Austin, Texas 78768
"
2016-01-09,2017-01-08,Michele Lynch,St. Catherine of Siena,Real Estate Development,"4800 Convict Hill Road
Austin, Texas 78749
(30.217588, -97.849442)"
2015-12-24,2016-12-23,Richard Suttle,"CP II Wild Basin, LP",Real Estate Investment/Development,"823 Congress Avenue, Suite 1150
Austin, Texas 78701
(30.270141, -97.742042)"
2016-03-24,2017-03-24,Chris Williston,Independent Bankers Association of Texas,Nonprofit/Association,"1700 Rio Grande St. Ste.100
Austin, Texas 78701
(30.280846, -97.745502)"
2016-01-07,2017-01-06,Lynn Carley,Google Inc.,Provides internet related products and services,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.947347, -122.488858)"
2015-06-27,2016-06-26,Alexandra Jashinsky,Roberts Resorts,Manufactured Home Community Builder,"8350 E. Raintree #220
Scottsdale, Arizona 85260
"
2013-01-03,2014-01-03,Nicholas Miller,"Ardent Residential, LP",Property Owner/ Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327632, -97.739745)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Foundation Communities, Inc.",Non-Profit Company,"3036 S. 1st Street, #200
Austin, Texas 78704
(30.233839, -97.76485)"
2014-01-31,2015-01-31,Ward  Tisdale,Real Estate Council of Austin,Commercial and Residential Real Estate,"98 San Jacinto, Suite 510
Austin, Texas 78701
(30.262712, -97.742141)"
2013-01-03,2014-01-03,Nicholas Miller,"Scarbrough Wilson, Margaret",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303906, -97.736999)"
2015-11-07,2016-11-06,Kelan Robinson,LYND,Real Estate Development,"8000 IH-10 West #1200
San Antonio, Texas 78230
(29.513283, -98.553455)"
2014-12-11,2015-12-11,Heidi Gerbracht,Real Estate Council of Austin,Commercial and Residential Real Estate,"98 San Jacinto, Suite 510
Austin, Texas 78701
(30.262712, -97.742141)"
2015-06-27,2016-06-26,Alexandra Jashinsky,Flemtex Properties Corp,Plastics Recycling Company,"5330 Flemming Ct., Suite 100
Austin, Texas 78744
(30.206348, -97.728058)"
2013-03-04,2014-03-04,Paul Salda?a,MVAA,Master Planning,"16 Court Street, 11th Floor
Brooklyn, New York 11241
(40.693552, -73.990512)"
2016-01-09,2017-01-08,Michele Lynch,"Heights SOCO Development, LLC",Real Estate,"1805 Lakehurst Road
Spicewood, Texas 78669
(30.374185, -98.021812)"
2016-01-07,2017-01-06,Lynn Carley,"Nelsen, Brad",Real Estate Investment,"905 Congress Avenue
Austin, Texas 78701
(30.271145, -97.741662)"
2016-01-20,2017-01-19,David Armbrust            ,Cypress Real Estate Advisors,Real Estate Investment/Development,"1601 S Mopac Suite 175
Austin, Texas 78746
(30.260904, -97.791789)"
2014-08-20,2015-08-20,Michael Peterson,A T & T,"Network deployment, development, zoning and signage issues","816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270433, -97.741932)"
2016-01-07,2017-01-06,Lynn Carley,Episcopal Theological Seminary of the Southwest,Religious Assembly/Education,"P. O. Box 2247
Austin, Texas 78768
"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Whitfield, Marcus",Property Owner,"901 S. Mopac, Bldg. 1, Ste 160
Austin, Texas 78746
(30.266192, -97.780477)"
2015-08-01,2016-07-31,Jeffrey  Howard,La V Restaurant,Restaurant,"1501 E 7th Street
Austin, Texas 78702
(30.264282, -97.727022)"
2015-06-27,2016-06-26,Alexandra Jashinsky,Pacifica Host Hotels ,Hotel,"1775 Hancock Street, Suite 110
San Diego, California 92110
(32.742436, -117.184264)"
2015-10-10,2016-10-09,Mary Stratmann,"Techridge Spectrum B.C., LP",Real Estate,"6405 Mira Mesa Blvd., Suite 100
San Diego, California 92121
(32.90574, -117.180347)"
2016-01-13,2017-01-12,Rick Triplett,"Pinkston, Lica",Property Owner,"P.O. Box 1277
Alice, Texas 78333
"
2015-05-16,2016-05-15,Gregory Hartman,Seton Healthcare ,Healthcare Provider,"1345 Philomena St., Ste 410
Austin, Texas 78723
(30.302208, -97.707863)"
2016-01-07,2017-01-06,Lynn Carley,"Cypress VI Reit, Inc. ",Real Estate Development,"301 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.265358, -97.743798)"
2013-01-03,2014-01-03,Wm. Bray,"Stratagem Development., LTD",Property Owner,"3001 South Lamar Bouldvard, Suite 101
Austin, Texas 78704
"
2016-01-13,2017-01-12,Rick Triplett,Weekley Homes LLC,Home Builder,"1111 N. Post Oak Rd
Houston, Texas 77055
(29.786843, -95.456963)"
2015-12-24,2016-12-23,Richard Suttle,The University of Texas System,University,"201 West 7th Street
Austin, Texas 78701
(30.26942, -97.744005)"
2015-07-21,2016-07-20,Amanda Swor,"Radtke, Lorin",Real Estate Development,"57 Saint Stephens School Road
Austin, Texas 78746
(30.316281, -97.830253)"
2016-01-07,2017-01-06,Lynn Carley,REIT Management,Real Estate Developement,"Two Newton Place 255 Washington Street, Suite 300
Newton, Maine 02458
"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Sandstone Ventures, LLC",Developer,"148 Cibolo Ridge Trail
Boerne, Texas 78015
(29.773612, -98.664081)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Fisher, Chereen",Property Owner,"3608 Arrowhead Dr
Austin, Texas 78731
(30.33972, -97.763813)"
2015-04-01,2016-03-31,Allen Thrower,"1210 Barton Springs Road Venture, LLC",Zoning,"1209 Havre Lafitte Dr
Austin, Texas 78746
(30.267148, -97.795173)"
2016-01-09,2017-01-08,Michele Lynch,"JSTrain, LLC",Real Estate,"PO Box 160896
Austin, Texas 78716
"
2015-04-24,2016-04-23,Nikelle Meade,"Moumouris, Lampros",Individual,"8315 Lime Creek Rd
Leander, Texas 78641
(30.45569, -97.915291)"
2015-11-07,2016-11-06,Kelan Robinson,Caledonia Properties,Real Estate,"1200 Barton Creek Blvd., # 26
Austin, Texas 78735
(30.296646, -97.854305)"
2012-09-28,2013-09-28,Cheryl Burtzel,National Joint Powers Alliance,Procurement,"202 12th Street, NE
Staples, Minnesota 56479
(46.356489, -94.783979)"
2013-03-08,2014-03-08,James Cousar,"Bridges on The Park Condominium Association, Inc.",Condominium Association,"210 Lee Barton Drive
Austin, Texas 78704
(30.262957, -97.756908)"
2015-09-01,2016-08-31,Alice Glasco,Michael Young,Zoning/Land Development,"1623 Toomey Road
Austin, Texas 78704
(30.26463, -97.761067)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Grubb & Ellis Reality Investors, LLC ",Real Property Owner,"4 Hutton Centre, Suite 700
S. Coast Metro, California 92707
(33.697733, -117.863174)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"O'Hayer, Matthew",Property Owner,"2309 S. 4th Street
Austin, Texas 78704
(30.243979, -97.762853)"
2015-12-24,2016-12-23,Richard Suttle,"Cirrus Logic, Inc.",Real Estate Development,"800 West 6th Street
Austin, Texas 78701
(30.2704, -97.750976)"
2015-12-24,2016-12-23,Richard Suttle,"Walton Stacy Development Partners IV, LP",Real Estate Development,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)"
2015-12-24,2016-12-23,Richard Suttle,Flextronics,Real Estate/Investment,"300 Santana Row, 5th Floor
San Jose, California 95128
(37.322859, -121.947789)"
2015-04-01,2016-03-31,Allen Thrower,Jett Abraham LLC,Zoning,"1706 Hether Street
Austin, Texas 78704
(30.251306, -97.770781)"
2015-06-13,2016-06-12,Mary Nabers,Xerox,Oursourcing Services,"12365 A Riata Trace Parkway
Austin, Texas 78727
(30.428479, -97.742)"
2015-12-24,2016-12-23,Richard Suttle,Aspen Properties,Real Estate Development,"7447 Bee Cave Road, Suite 150
Austin, Texas 78746
(30.308302, -97.843232)"
2015-02-02,2016-02-02,R. Haywood,"SXSW Properties, Inc.",Property Owner,"P.O. Box 49066
Austin, Texas 78765
"
2016-01-20,2017-01-19,David Armbrust            ,IDEA Public Schools,Public School,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391356, -97.705818)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Momin, Sohil",Property Owner,"2201 Real Catorice
Austin, Texas 78746
(30.267622, -97.819223)"
2016-01-20,2017-01-19,David Armbrust            ,706 Development Corporation,Land Development,"9900 Highway 290
Manor, Texas 78653
(30.337576, -97.600497)"
2015-12-24,2016-12-23,Richard Suttle,"The Brohn Group, LLC",Real Estate,"8140 N. Mopac Espressway, Building 4, Ste. 270
Austin, Texas 78759
(30.367309, -97.743322)"
2016-01-07,2017-01-06,Lynn Carley,The Charter School Fund,Public School,"855 Broad Street #300
Boise, Ohio 83702
(43.6138, -116.206611)"
2015-12-24,2016-12-23,Richard Suttle,Forestar (USA) Real Estate Group ,Land Development & Sales,"6300 Bee Cave Road Building 2, Suite 500
Austin, Texas 78746
(30.296418, -97.830654)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,MS General Contractors,Contractor,"Austin, Texas
(30.264979, -97.746598)"
2015-04-24,2016-04-23,Nikelle Meade,"Trilogy Enterprises, Incorporated ",Property Owner,"6011 West Courtyard Drive
Austin, Texas 78730
(30.354311, -97.797764)"
2016-01-07,2017-01-06,Amanda Morrow,Four Seasons Hotel,Hotel,"98 San Jacinto Boulevard
Austin, Texas 78701
(30.262712, -97.742141)"
2016-01-07,2017-01-06,Amanda Morrow,The University of Texas System,University,"201 West 7th Street
Austin, Texas 78701
(30.26942, -97.744005)"
2016-01-07,2017-01-06,Lynn Carley,"Pacitti, Chris",Real Estate Investment/Development,"300 West 6th Street, Suite 2300
Austin, Texas 78701
(30.268876, -97.745732)"
2015-04-25,2016-04-24,Jed Buie,SELTEX,Special event,"701 Rio Grande St.
Austin, Texas 78701
(30.271186, -97.749061)"
2015-12-24,2016-12-23,Richard Suttle,"4800 Friedrich Lane, LLC",Real Estate Investment/Development,"2011 West Rutland
Austin, Texas 78758
"
2015-11-07,2016-11-06,Kelan Robinson,Terrell Gates,Real Estate Development,"7004 Bee Caves Rd., Bldg 3, Ste. 300
Austin, Texas 78746
(30.302078, -97.838946)"
2015-06-27,2016-06-26,Alexandra Jashinsky,Premier Parking Enforcement ,Transportation,"1077 Bradshaw Estates
Canton, Georgia 30115
(34.16139, -84.455422)"
2011-08-17,2012-08-16,Travis Phillips,V & S Enterprises,Commercial Real Property Management,"P. O. Box 6110
Austin, Texas 78761
"
2015-04-24,2016-04-23,Nikelle Meade,AXF Development,Property Owner,"3050 Aventura Blvd., 3rd floor
Aventura, Florida 33180
(25.961579, -80.140216)"
2013-01-03,2014-01-03,Wm. Bray,"Taylor Morrison of Texas, Inc.",Property Owner/Developer,"805 Las Cimas Parkway, Suite 350
Austin, Texas 78746
(30.289773, -97.831089)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,Televending Inc,Business Owner,"4204 Manchaca Rd
Austin, Texas
(30.231405, -97.787355)"
2014-12-21,2015-12-21,John Donisi,Manchester Financial Group,Real Estate Developement,"One Market Place, 33rd Floor
San Diego, California 92101
"
2016-01-05,2017-01-04,Michael Whellan,"Tantallon Austin Hotel, LLC ",Land Owner,"1500 San Lake Road
Orlando, Florida 32809
(28.450351, -81.398017)"
2016-01-13,2017-01-12,Peter Cesaro,"Lampting, Incorporated",Property Owner,"4131 Spicewood Springs Road, Building C-5
Austin, Texas 78759
(30.370595, -97.755454)"
2015-07-15,2016-07-14,David Anderson,ECC Commercial,Real Estate,"1703 W. Koenig Ln
Austin, Texas 78756
(30.332967, -97.735943)"
2012-04-25,2013-04-25,Allen Halbrook,Davey Tree Expert Company,Tree Trimming,"PO Box 5015
Livermore, California 94551
"
2016-01-13,2017-01-12,Rick Triplett,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270433, -97.741932)"
2015-04-25,2016-04-24,Jerry Harris,Travis County Healthcare District,Health Center,"1111 E. Cesar Chavez
Austin, Texas 78702
(30.260017, -97.732926)"
2013-01-03,2014-01-03,Nicholas Miller,"Bread & Circus, LLC ",Property Owner,"1007 East 40th Street
Austin, Texas 78751
(30.297108, -97.719591)"
2016-01-07,2017-01-06,Lynn Carley,Makar Development - Waters Edge,Real Estate Investment/Development,"3809 Juniper Trace Suite 203
Austin, Texas 78746
(30.307944, -97.93437)"
2015-09-05,2016-09-04,Wunsch Karen,Masterplan,Land use consulting,"6500 River Place Blvd. Bldg.7 #250
Austin, Texas 78730
(30.391584, -97.847674)"
2015-01-13,2016-01-13,William  Bingham,Round Rock ISD,Education,"1311 Round Rock Avenue
Round Rock, Texas 78681
(30.511738, -97.695504)"
2015-04-24,2016-04-23,Nikelle Meade,"Travis Hotel Group, LLC",Developer,"2711 N. Haskell, 28th Fl
Dallas, Texas 75204
"
2015-12-24,2016-12-23,Richard Suttle,"Capital Commercial Investments, Inc. ",Real Estate Investment/Development,"720 Brazos Street, Suite 900
Austin, Texas 78701
(30.269153, -97.740924)"
2016-01-16,2017-01-15,Leah Bojo,Equinox,Real Estate Development,"895 Broadway, 5th floor
New York, New York 10003
(40.738955, -73.989806)"
2015-12-24,2016-12-23,Richard Suttle,Brock Consulting Group,Real Estate Investment/Development,"P. O. Box 160340
Austin, Texas 78716
"
2015-07-21,2016-07-20,Amanda Swor,16 Piggybank Ltd.,Real Estate,"8300 big View Drive
Austin, Texas 78730
(30.351218, -97.86994)"
2015-04-24,2016-04-23,Nikelle Meade,"Reynolds, Cary & Cynthia",Property Owner,"1709 Bluebonnet Lane
Austin, Texas 78704
(30.254513, -97.772258)"
2015-12-24,2016-12-23,Richard Suttle,"Safeway, Inc.",Real Estate Investment,"Real Estate Law Office, 5918 Stoneridge Mall Rd.
Pleasanton, California 94588
"
2015-12-24,2016-12-23,Richard Suttle,Tierra Concepts,Real Estate Investment/Development,"8917 Old Lampass Trail #28
Austin, Texas 78750
(30.421203, -97.796294)"
2013-03-04,2014-03-04,Paul Salda?a,Trammell Crow Company,Real Estate Development,"100 Congress Avenue, Suite 225
Austin, Texas 78701
(30.263396, -97.744545)"
2013-03-04,2014-03-04,Paul Salda?a,Save Austin,Community Historic Preservation Group,"602 Harthan
Austin, Texas 78703
(30.273586, -97.757608)"
2016-01-13,2017-01-12,Rick Triplett,"Highland Management, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
"
2016-01-07,2017-01-06,Lynn Carley,"CP II Wild Basin, LP",Real Estate Investment/Development,"823 Congress Avenue, Suite 1150
Austin, Texas 78701
(30.270141, -97.742042)"
2016-01-13,2017-01-12,Peter Cesaro,"Warshaw, Larry",Property Owner,"1000 East Eight Street
Austin, Texas 78702
(30.266825, -97.731231)"
2016-01-09,2017-01-08,Michele Lynch,Lennar ,Real Estate,"12401 Research, Bldg. 1, Ste 300
Austin, Texas 78759
(30.42888, -97.757784)"
2016-01-16,2017-01-15,Leah Bojo,"RJMadden, Inc",Real Estate,"PO BOX 203066
Austin, Texas 78720
"
2015-06-27,2016-06-26,Alexandra Jashinsky,"JLB Realty, LLC",Developer,"909 Lake Carolyn Pkwy, Suite 960
Irving, Texas 75039
(32.869675, -96.934713)"
2015-08-01,2016-07-31,Jeffrey  Howard,"AJHSCCM, LP",Real Estate Development,"4309 Pallidio Drive
Austin, Texas 78731
(30.364096, -97.771341)"
2016-01-07,2017-01-06,Lynn Carley,Austin Board of Realtors,Real Estate,"10900 Stonelake Blvd, Ste 100A
Austin, Texas 78759
(30.400285, -97.735936)"
