Start,End,Lobbyist,Client,Industry,Cluster,Address,Confidence,IndustryCat1,IndustryCat2
2015-08-01,2016-07-31,Jeffrey Howard,TCAS Global Investments,Property Owner,722,"One South Wacker Dr, Ste 1050
Chicago, Illinois 60606
",0.942312300205,property management,
2015-08-01,2016-07-31,Jeffrey Howard,"Eads, Ralph, III",Property Owner,724,"33 Clay St., Ste 1000
Houston, Texas 77002
",0.942312300205,property management,
2015-08-01,2016-07-31,Jeffrey Howard,ARG Bull Creek,Real Estate Development,281,"9111 Jollyville Road Suite 111
Austin, Texas 78759
(30.381803, -97.74361)",0.925605863333,real estate,
2015-07-21,2016-07-20,Pamela Madere,A and M Option 541,Real Estate Development,310,"16380 Addison Road
Addison, Texas 75001
(32.973005, -96.830305)",0.868228738958,real estate,
2015-07-15,2016-07-14,Stephen Rye,Manchester Financial Group,Real Estate Developement,448,"One Market Place, 33rd Floor
San Diego, California 92101
",0.939532000571,real estate,
2015-07-15,2016-07-14,David Anderson,Wolfpack Group,Real Estate Development,741,"421 W. 3rd St.
Austin, Texas 78701
(30.266297, -97.747522)",0.942312300205,real estate,
2015-07-15,2016-07-14,Stephen Rye,Legend Communities,Real Estate Development,742,"2101 Lakeway Boulevard, Suite 100
Austin, Texas 78734
(30.357585, -97.978566)",0.924532362393,real estate,
2015-07-15,2016-07-14,Stephen Rye,Oden Hughes,Real Estate,227,"600 Congress Avenue, Suite 200
Austin, Texas 78701
(30.268422, -97.742673)",0.92508969456,real estate,
2015-07-15,2016-07-14,David Anderson,"Whitman, Requardt and Associates",Engineering,1121,"801 South Caroline St
Baltomore, Maryland 21231
(39.282424, -76.596556)",,,
2015-07-15,2017-03-14,Stephen Rye,BDB Ventures,Real Estate Development,746,"3939 Bee Cave Rd., Ste C100
Austin, Texas 78746
(30.28185, -97.809159)",0.942312,real estate,
2015-06-27,2016-06-26,Alexandra Jashinsky,"Bullard, Michael",Property Owner,748,"2103 Kinney Avenue
Austin, Texas 78704
(30.24924, -97.770151)",0.942312300205,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,"Gilcrease, Peter",Property Owner,749,"4002 Duval, Apt A
Austin, Texas 78751
",0.939487540722,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,Travis County Healthcare District,Health Center,751,"1111 E. Cesar Chavez
Austin, Texas 78702
(30.260073, -97.733092)",0.664216453614,healthcare,
2015-06-27,2016-06-26,Alexandra Jashinsky,"Howard and Howard Attorneys, PLLC",Auto Salvage,970,"1000 Dalton Lane
Austin, Texas 78742
(30.229956, -97.670983)",0.907301947474,,
2015-06-27,2016-06-26,Alexandra Jashinsky,Austin Renaissance,Property Owner,764,"433 Camden Drive, Ste 1177
Austin, Texas 78703
",0.939894642149,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,Texas Capital Bank,Banking Association,769,"114 West 7th Street, Suite 300
Austin, Texas 78701
(30.269243, -97.743375)",0.918877528264,banking,
2015-06-27,2016-06-26,Alexandra Jashinsky,AXF Development,Property Owner,533,"3050 Aventura Blvd., 3rd floor
Aventura, Florida 33180
(25.961581, -80.140194)",0.926088929176,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,"Hoomanrad, Navid",Property Owner,771,"1712 Karen Avenue
Austin, Texas 78757
(30.338496, -97.733186)",0.932352459431,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,Synagro-WWT,,500,"435 Willimas Court, Ste 100
Baltimore, Maryland 21220
(39.35415, -76.407842)",0.935282180707,,
2015-06-27,2016-06-26,Alexandra Jashinsky,CMST Development,Developer,775,"12007 Technology Blvd.
Austin, Texas 78727
(30.431316, -97.761316)",0.933227026463,,
2015-06-27,2016-06-26,Alexandra Jashinsky,"Liemandt, Joseph and Andra",Real Property Owner,777,"801 West 5th Street, Suite 2903
Austin, Texas 78703
(30.269461, -97.751744)",0.942312300205,,
2015-06-27,2016-06-26,Alexandra Jashinsky,Anthony George,Property Owner,779,"1204 Wild Basin Ledge
Austin, Texas 78746
(30.307378, -97.80671)",0.942312300205,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,MTG Management,Commerical Real Property Management,782,"PO Box 6110
Austin, Texas 78761
",0.938018189027,development,
2015-06-27,2016-06-26,Alexandra Jashinsky,Austin Convention Enterprises,Convention and Hospitality Management,792,"4412 Glenwick Lane
Dallas, Texas 75205
(32.847322, -96.810537)",0.942312300205,,
2015-06-27,2016-06-26,Alexandra Jashinsky,Cary and Cynthia Reynolds,Property Owner,795,"1709 Bluebonnet Lane
Austin, Texas 78704
(30.254484, -97.772276)",0.93004566431,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,South River City Citizens Associations,Neighborhood Association,796,"1719 Deerfield Drive
Austin, Texas 78741
(30.237047, -97.734683)",0.931347578764,,
2015-06-27,2016-06-26,Alexandra Jashinsky,Marcus Whitfield,Property Owner,797,"901 S. Mopac, Bldg. 1, Ste 160
Austin, Texas 78746
",0.940105307102,property management,
2015-06-27,2016-06-26,Alexandra Jashinsky,Edward Lopez,Property Owner,168,"2910 Rio Grande
Austin, Texas 78703
(30.296601, -97.743559)",0.928771054745,property management,
2015-06-16,2016-06-15,Glen Coleman,SolarCity,Solar Energy Provider,483,"3055 Clearview Way
San Mateo, California 94402
(37.532283, -122.333112)",0.910791322589,energy,
2015-06-13,2016-06-12,Mary Nabers,CPS Human Resource Services,HR Services,601,"241 Lathrop Way
Sacramento, California 95815
(38.595278, -121.460114)",0.910624027252,,
2015-06-13,2016-06-12,Gay Erwin,Kronos,Workforce Solutions,810,"297 Billerica Rd
Chelmsford, Pennsylvania 01824
(42.59371, -71.319505)",0.934730041027,,
2015-06-13,2016-06-12,Mary Nabers,NEC Corportation of America,Technology,259,"6535 N State Hwy 161
Irving, Texas 75039
",0.936955213547,technology,
2015-06-13,2016-06-12,Mary Nabers,Xerox,Oursourcing Services,254,"12365 A Riata Trace Parkway
Austin, Texas 78727
(30.428065, -97.742909)",0.916487614314,,
2015-06-13,2016-06-12,Mary Nabers,Red Stone Construction,Construction Services,813,"2738 E 51st St., Ste 140
Tulsa, Oklahoma 74105
(36.089795, -95.949563)",0.942312300205,construction,
2015-06-13,2016-06-12,Mary Nabers,Northrop Grumman,Systems Integration and Data Centers,467,"1000 Wilson Boulevard, Suite 2300
Arlington, Virginia 22209
(38.894969, -77.07047)",0.906364023685,technology,
2015-06-13,2016-06-12,Gay Erwin,Halff Associates,Engineering Services,217,"8616 NW Plaza Dr
Dallas, Texas 75225
(32.867418, -96.787728)",0.923548349312,,
2015-06-10,2016-06-09,Geoffrey Tahuahua,Home Builders Association of Greater Austin,Trade Association,816,"8140 Exchange Dr
Austin, Texas 78754
(30.331512, -97.673659)",0.931431804385,,
2015-05-16,2016-05-15,Gregory Hartman,Seton Healthcare,Healthcare Provider,819,"1345 Philomena St., Ste 410
Austin, Texas 78723
(30.302175, -97.707802)",0.812527542764,healthcare,
2015-05-16,2016-05-15,Geronimo Rodriguez,Seton Healthcare,Healthcare Provider,819,"1345 Philomena St., Ste 410
Austin, Texas 78723
(30.302175, -97.707802)",0.812527542764,healthcare,
2015-04-25,2016-04-24,Jerry Harris,"Cockrum, Brigid",Property Owner,823,"3202 West Avenue
Austin, Texas 78705
(30.300816, -97.743237)",0.928205162287,property management,
2015-04-25,2016-04-24,Jerry Harris,"Tawill, Saleem",Radio Station,824,"1402 West Ave
Austin, Texas 78701
(30.278534, -97.747508)",0.92598003149,,
2015-04-25,2016-04-24,Jed Buie,HDR,Engineering Firm,200,"4401 West Gate Boulevard, Suite 400
Austin, Texas 78745
(30.234225, -97.800502)",0.91173829635,,
2015-04-25,2016-04-24,Jerry Harris,"Messier, David M.",Property Owner,298,"2704 E. 2nd Street
Austin, Texas 78702
(30.254249, -97.713402)",0.925581604242,property management,
2015-04-25,2016-04-24,Jerry Harris,North American Title Group,Title Company,827,"823 Congress Ave, Ste 1100
Austin, Texas 78701
(30.270141, -97.742042)",0.942312300205,,
2015-04-25,2016-04-24,Jerry Harris,TX RR620 Apartments,Apartment Development,507,"1101 S. Cap of Texas Hwy, Ste F2100
Austin, Texas 78705
",0.938584685326,construction,
2015-04-25,2016-04-24,Jerry Harris,Greater Austin Transportation,Transportation,456,"10630 Joseph Clayton Drive
Austin, Texas 78753
(30.369996, -97.67764)",0.926294573716,,
2015-04-25,2016-04-24,Jed Buie,Balcones Resources,Real Estate,216,"9301 Johnny Morris Rd
Austin, Texas 78702
(30.327069, -97.627285)",0.621929663069,real estate,
2015-04-25,2016-04-24,Jed Buie,Sackmann Enterprises,Real Estate,242,"165 West 73rd Street
New York, New York 10023
(40.779004, -73.980446)",0.912373205026,real estate,
2015-04-25,2016-04-24,Jed Buie,Perry Estates,Real Estate,232,"4100 Red River St.
Austin, Texas 78751
(30.300606, -97.721975)",0.884693783522,real estate,
2015-04-25,2016-04-24,Jed Buie,H-E-B,Grocery Store,391,"6929 Airport Bouldvard, Suite 176
Austin, Texas 78752
",0.942312300205,,
2015-04-24,2016-04-23,Nikelle Meade,"Liemandt, Joseph and Andra",Real Property Owner,777,"801 West 5th Street, Suite 2903
Austin, Texas 78703
(30.269461, -97.751744)",0.942312300205,,
2015-04-24,2016-04-23,Nikelle Meade,Reagan National Advertising,Outdoor Advertising,692,"7301 Burleson Road
Austin, Texas 78744
(30.19485, -97.70165)",0.873837446625,,
2015-04-24,2016-04-23,Nikelle Meade,"Moumouris, Lampros",Individual,754,"8315 Lime Creek Rd
Leander, Texas 78641
(30.455849, -97.915461)",0.930745065212,,
2015-04-24,2016-04-23,Nikelle Meade,Atlantic Housing Foundation,Developer,512,"1310 N. White Chapel Blvd., Suite 100
Southlake, Texas 76092
(32.95831, -97.150973)",0.919323958457,,
2015-04-24,2016-04-23,Nikelle Meade,Forestar Real Estate Group,Real Estate,1,"6300 Bee Cave Road Building 2, Suite 500
Austin, Texas 78746
(30.296418, -97.830654)",0.889843402637,real estate,
2015-04-24,2016-04-23,Nikelle Meade,2208 Lake Austin,Real Estate,99,"1504 Aquarena Springs Dr
San Marcos, Texas 78666
(29.892695, -97.919367)",0.897412455082,real estate,
2015-04-24,2016-04-23,Nikelle Meade,V and S Enterprises,Commercial Real Property Management,750,"P. O. Box 6110
Austin, Texas 78761
",0.938231130441,development,
2015-04-24,2016-04-23,Nikelle Meade,Riverside Resources,Property Owner/Developer,156,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.263622, -97.744452)",0.884863311245,property management,
2015-04-24,2016-04-23,Nikelle Meade,Recurrent Energy,Solar Power Company,768,"300 California St., 7th floor
San Francisco, California 94104
(37.79322, -122.399963)",0.942312300205,energy,sustainable
2015-04-24,2016-04-23,Nikelle Meade,1715 G,Zoning Issues,781,"755 Grand Blvd. B-105 Suite 236
Miramar Beach, Florida 32550
(30.378447, -86.3106)",0.942312300205,zoning,
2015-04-24,2016-04-23,Nikelle Meade,JLB Realty,Developer,523,"909 Lake Carolyn Pkwy, Suite 960
Irving, Texas 75039
(32.869622, -96.934681)",0.909244313836,,
2015-04-24,2016-04-23,Nikelle Meade,Fine Line Diversified Development,Real Estate,184,"201 Main, Suite 3100
Fort Worth, Texas 76102
(32.756449, -97.332429)",0.891738043382,real estate,
2015-04-24,2016-04-23,Nikelle Meade,Televending,Developer,757,"1617 Watchill Road
Austin, Texas 78703
(30.28882, -97.758568)",0.906883248261,,
2015-04-24,2016-04-23,Nikelle Meade,Premier Parking Enforcement,Parking Enforcement,998,"925 Peachtree Street NE # 379
Atlanta, Georgia 30309
(33.779981, -84.384142)",0.942312300205,transportation,parking
2015-04-24,2016-04-23,Nikelle Meade,Griffin School,Property Owner,756,"5001 Evans Ave
Austin, Texas 78751
(30.312997, -97.719553)",0.924944746494,property management,
2015-04-24,2016-04-23,Nikelle Meade,Flemtex Properties,Plastics Recycling Company,794,"5330 Flemming Ct., Suite 100
Austin, Texas 78744
(30.206686, -97.728757)",0.911809660494,,
2015-04-24,2016-04-23,Nikelle Meade,Austin Board of Realtors,Real Estate,785,"10900 Stonelake Blvd, Ste 100A
Austin, Texas 78759
(30.399546, -97.734444)",0.892643917352,real estate,
2015-04-24,2016-04-23,Nikelle Meade,Insurance Auto Auctions,Auto Salvage,969,"1000 Dalton Lane
Austin, Texas 78742
(30.229956, -97.670983)",0.907411488203,,
2015-04-24,2016-04-23,Nikelle Meade,HomeAway,Vacation Rental Service,772,"1011 West 5th Street
Austin, Texas 78703
(30.270588, -97.755336)",0.909520392235,,
2015-04-24,2016-04-23,Nikelle Meade,Oxford Alliance Investments,Land Development Company,313,"2700 Via Fortuna, Building II, Suite 100
Austin, Texas 78746
",0.919842321139,,
2015-04-24,2016-04-23,Nikelle Meade,Falcon Southwest Development Co,Real Estate,755,"7301 Burnet Road, Ste 102-291
Austin, Texas 78757
(30.349198, -97.735137)",0.934223306179,real estate,
2015-04-24,2016-04-23,Nikelle Meade,The NRP Group,Developer,547,"200 Concord Plaza, Suite 900
San Antonio, Texas 78216
(29.484703, -98.548949)",0.896639074598,,
2015-04-24,2016-04-23,Nikelle Meade,Davenport Ranch Neighborhood Assoc.,Neighborhood Assoc,805,"4157 Westlake Drive
Austin, Texas 78746
(30.335171, -97.797213)",0.907528154552,,
2015-04-24,2016-04-23,Nikelle Meade,Bouldin Creek Neighborhood Association,Neighborhood Association,776,"P. O. Box 3683
Austin, Texas 78764
",0.93828612566,,
2015-04-17,2016-04-16,William Francis,ExeNet Systems,Wireless Communications Services,611,"3030 Warrenville Road, Ste 340
Lisle, Illinois 60532
(41.808786, -88.111156)",0.912790730596,communications,
2015-04-01,2016-03-31,Allen Thrower,Jeff Blatt,Zoning,885,"500 West 16th Street, Suite 102
Austin, Texas 78701
(30.279189, -97.743883)",0.935213446617,zoning,
2015-04-01,2016-03-31,Allen Thrower,GST Hermanas Land and Cattle,Zoning,577,"7200 N. MoPac, Ste 130
Austin, Texas 78746
(30.354874, -97.747853)",0.865254029632,zoning,
2015-04-01,2016-03-31,Allen Thrower,1210 Barton Springs Road Venture,Zoning,891,"1209 Havre Lafitte Dr
Austin, Texas 78746
(30.267148, -97.795173)",0.917459785938,zoning,
2015-04-01,2016-03-31,Allen Thrower,Horse Thief Hollow,Zonng,564,"4506 Erin Lane
Austin, Texas 78756
(30.319271, -97.748248)",0.905139088631,zoning,
2015-04-01,2016-03-31,Allen Thrower,PPF AMLI Covered Bridge Drive,Zoning,574,"5057 Keller Springs Road, Suite 250
Addision, Texas 75001
(32.968558, -96.823375)",0.908080503345,zoning,
2015-03-26,2017-03-24,Carolyn Rupprath,Texas Aggregates and Concrete Association,State association for concrete industry,900,"900 Congress Avenue, Suite 200
Austin, Texas 78701
(30.271065, -97.741693)",0.942312300205,,
2015-03-24,2016-03-23,Terrence Irion,"Archer, Cara Jean",Residential,902,"5219 Tortuga Trail
Austin, Texas 78746
(30.335933, -97.781213)",0.922358542681,,
2015-03-24,2016-03-23,Terrence Irion,"Crouch, Greg",Residential,905,"3206 Rivercrest
Austin, Texas 78746
(30.334903, -97.818291)",0.907437890768,,
2015-03-17,2016-03-16,Dowe Gullatt,Trinity Insurance Group,Insurance,408,"P.O. Box 1723
Mandeville, Louisiana 70470
",0.819278081258,,
2015-02-18,2017-02-26,Robert Delp,Workers Defense Project,Non- Profit,27,"5604 Manor Rd.
Austin, Texas 78723
(30.303676, -97.682273)",0.673145732284,non-profit,
2015-02-13,2016-02-13,Alice Myers,"Myers, B.J., DDS",Dentist,670,"8430 Spicewood Springs Road
Austin, Texas 78759
(30.42478, -97.784768)",0.927546590567,healthcare,
2015-02-13,2017-02-03,Alice Myers,"Skelton, Karen, Texas Realty Partners",Real Estate,912,"248 Addie Roy Road, Building B, Suite 302
Austin, Texas 78746
(30.3105, -97.843566)",0.942312300205,real estate,
2015-02-13,2017-02-03,Alice Myers,Tacala dba Taco Bell,Fast Food,913,"The Reserve, bldg two, 500 N. Capital of Texas Hwy
Austin, Texas 78746
",0.942312300205,,
2015-02-02,2016-02-02,Peter Cesaro,"Hillin Jr., Robert",Property Owner,834,"4448F Eck Lane
Austin, Texas 78734
(30.407769, -97.934131)",0.890045272807,property management,
2015-02-02,2016-02-02,Peter Cesaro,"Austin American-Statesman,",Property Owner,864,"P. O. Box 670
Austin, Texas 78767
",0.93636993236,property management,
2015-02-02,2016-02-02,R. Haywood,Kitchell Development,Real Estate Development,838,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122106, -117.324034)",0.9168247208,real estate,
2015-02-02,2017-01-12,Peter Cesaro,Lampting,Property Owner,840,"4131 Spicewood Springs Road, Building C-5
Austin, Texas 78759
(30.37055, -97.755412)",0.917857232419,property management,
2015-02-02,2016-02-02,Peter Cesaro,South IH-35 Investors,Property Owner,841,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.37055, -97.755412)",0.913880002995,property management,
2015-02-02,2017-01-12,Peter Cesaro,"Pinkston, Lica",Property Owner,921,"P.O. Box 1277
Alice, Texas 78333
",0.942312300205,property management,
2015-02-02,2017-01-12,Peter Cesaro,Film Society of Austin,Film Industry,637,"1901 East 51st Street
Austin, Texas 78723
(30.301509, -97.69472)",0.9104670162,art,film
2015-02-02,2017-01-12,Rick Triplett,Austin Chronicle,Property Owner,74,"P.O. Box 49066
Austin, Texas 78765
",0.937944198648,property management,
2015-02-02,2017-01-12,Peter Cesaro,WJP Swede Hill,Property Owner,926,"11130 Jollyville Road, Suite 302
Austin, Texas 78759
(30.408292, -97.747824)",0.942312300205,property management,
2015-02-02,2016-02-02,Rick Triplett,"Ayers, Robert A.",Property Owner,890,"707 West 10th Street
Austin, Texas 78701
(30.273894, -97.748921)",0.895493232542,property management,
2015-02-02,2016-02-02,Peter Cesaro,Wes Peoples Homes,Home Builder,927,"11130 Jollyville Road, Suite 302
Austin, Texas 78759
(30.408292, -97.747824)",0.942312300205,construction,
2015-02-02,2016-02-02,Stephen Butler,Riverside Resources,Property Owner/Developer,156,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.263622, -97.744452)",0.815819172129,property management,
2015-02-02,2016-02-02,Peter Cesaro,Bread and Circus,Property Owner,610,"1007 East 40th Street
Austin, Texas 78751
(30.297085, -97.719543)",0.909181406101,property management,
2015-02-02,2016-02-02,R. Haywood,"Lorenz, Perry",Property Owner,300,"1311-A East 6th Street
Austin, Texas 78702
(30.264023, -97.729402)",0.903124262457,property management,
2015-02-02,2016-02-02,Stephen Butler,Ardent Residential,Property Owner/ Developer,559,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327783, -97.739755)",0.907197509941,property management,
2015-02-02,2016-02-02,R. Haywood,"Hillin Jr., Robert",Property Owner,834,"4448F Eck Lane
Austin, Texas 78734
(30.407769, -97.934131)",0.890045272807,property management,
2015-02-02,2016-02-02,Rick Triplett,Tantallon Austin Hotel,Land Owner,520,"1500 San Lake Road
Orlando, Florida 32809
",0.932336830431,,
2015-02-02,2016-02-02,R. Haywood,"Logan, Ellen Anderson",Property Owner,856,"3929 Villanova St.
Dallas, Texas 75225
(32.864358, -96.800436)",0.910298645496,property management,
2015-02-02,2016-02-02,R. Haywood,Lampting,Property Owner,840,"4131 Spicewood Springs Road, Building C-5
Austin, Texas 78759
(30.37055, -97.755412)",0.917857232419,property management,
2015-02-02,2017-01-12,Rick Triplett,Highland Management,Real Estate Development,495,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
",0.855501846569,real estate,
2015-02-02,2016-02-02,Peter Cesaro,Weekley Homes,Home Builder,888,"1111 N. Post Oak Rd
Houston, Texas 77055
(29.786843, -95.456963)",0.915026852063,construction,
2015-02-02,2016-02-02,Peter Cesaro,"Wong, M.D., Mitchel",Property Owner,875,"1009 East 40th Street
Austin, Texas 78751
(30.296985, -97.719336)",0.913124377529,property management,
2015-02-02,2016-02-02,Peter Cesaro,"Logan, Ellen Anderson",Property Owner,856,"3929 Villanova St.
Dallas, Texas 75225
(32.864358, -96.800436)",0.910298645496,property management,
2015-02-02,2017-01-12,Rick Triplett,The University of Texas System,,946,"601 Colorado St
Austin, Texas 78701
(30.268392, -97.74414)",0.945992708206,,
2015-02-02,2016-02-02,Rick Triplett,"Hillin Jr., Robert",Property Owner,834,"4448F Eck Lane
Austin, Texas 78734
(30.407769, -97.934131)",0.890045272807,property management,
2015-02-02,2017-01-12,Rick Triplett,Finley Company,Property Owner,60,"P. O. Box 2086
Austin, Texas 78768
",0.937702662945,property management,
2015-02-02,2016-02-02,R. Haywood,Constructive Ventures,Property Owner,848,"100 East Eighth Street
Austin, Texas 78702
(30.269934, -97.742119)",0.911755867302,property management,
2015-02-02,2016-02-02,R. Haywood,Troublemaker Studios,Film Industry,836,"4900 Old Manor Road
Austin, Texas 78723
(30.297901, -97.692076)",0.907359739145,art,film
2015-02-02,2016-02-02,R. Haywood,"Pinkston, Lica",Property Owner,921,"P.O. Box 1277
Alice, Texas 78333
",0.942312300205,property management,
2015-02-02,2016-02-02,Rick Triplett,Zydeco Development,Zoning,571,"1135 West 6th street, Ste. 120
Austin, Texas 78703
(30.272632, -97.756889)",0.751885560052,zoning,
2015-02-02,2016-02-02,R. Haywood,The University of Texas System,,946,"601 Colorado St
Austin, Texas 78701
(30.268392, -97.74414)",0.945992708206,,
2015-02-02,2016-02-02,R. Haywood,Bread and Circus,Property Owner,610,"1007 East 40th Street
Austin, Texas 78751
(30.297085, -97.719543)",0.909181406101,property management,
2015-01-30,2016-01-30,Michael Whellan,SXSW,Property Owner,73,"P.O. Box 49066
Austin, Texas 78765
",0.937974323486,property management,
2015-01-30,2017-01-04,Michael Whellan,Texas Disposal Systems,Waste Disposal,686,"P.O. Box 17126
Austin, Texas 78760
",0.921068286354,,
2015-01-30,2016-01-30,Michael Whellan,St. David's Foundation,Healthcare Provider,962,"811 Barton Springs Rd, Ste 600
Austin, Texas 78704
(30.259293, -97.752703)",0.784975921114,healthcare,
2015-01-30,2016-01-30,Michael Whellan,Ardent Residential,Property Owner/ Developer,559,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327783, -97.739755)",0.907197509941,property management,
2015-01-30,2016-01-30,Michael Whellan,Riverside Resources,Property Owner/Developer,156,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.263622, -97.744452)",0.884863311245,property management,
2015-01-30,2016-01-30,Michael Whellan,Airport Fast Park,Off-airport parking provider,955,"250 West Court Street, Ste 200 E
Cincinnati, Ohio 45202
(39.105594, -84.518778)",0.93976765871,,
2015-01-30,2016-01-30,Michael Whellan,St. David's Foundation,Healthcare Provider,863,"98 San Jacinto, Suite 1800
Austin, Texas 78701
(30.262734, -97.742133)",0.892009516557,healthcare,
2015-01-29,2016-01-29,Mark Littlefield,Austin Film Studios,Austin Film Industry,638,"1901 E. 51st Street
Austin, Texas 78723
(30.301509, -97.69472)",0.902614086866,art,film
2015-01-29,2016-01-29,Mark Littlefield,Transmission Events,Live Music,958,"611 East 7th Street
Austin, Texas 78701
(30.267317, -97.73648)",0.942312,art,music
2015-01-20,2016-01-20,David Armbrust,Austin Quality Schools Collaborative,Public School,161,"PO Box 163991
Austin, Texas 78716
",0.937775922449,education,
2015-01-20,2017-01-19,David Armbrust,Johnson Development,Land use and development,30,"5005 Riverway, Suite 500
Houston, Texas 77056
(29.761356, -95.463604)",0.911486605803,,
2015-01-20,2016-01-20,David Armbrust,Seton Healthcare,Healthcare Provider,819,"1345 Philomena St., Ste 410
Austin, Texas 78723
(30.302175, -97.707802)",0.812527542764,healthcare,
2015-01-20,2016-01-20,David Armbrust,183 BLW,Real Estate Investment,277,"P.O. Box 13405
Austin, Texas 78711
",0.906406128407,real estate,
2015-01-20,2017-01-19,David Armbrust,Cypress Realty,Real Estate Development,47,"301 Congress Avenue, Suite 500
Austin, Texas 78701
(30.265358, -97.743798)",0.775545414289,real estate,
2015-01-20,2016-01-20,David Armbrust,Goveia Commercial Real Estate,Real Estate,423,"24855 Del Prado
Dana Point, California 92629
(33.466063, -117.696199)",0.912480175495,real estate,
2015-01-20,2016-01-20,David Armbrust,Robinson Ranch,"Investment, development, zoning and related activities",966,"P.O. Box 9556
Austin, Texas 78766
",0.835313230753,,
2015-01-20,2016-01-20,David Armbrust,Simon Property Group,Real Estate,65,"225 West Washington Street
Indianapolis, Indiana 46204
(39.76718, -86.162725)",0.877692070603,real estate,
2015-01-16,2016-01-16,Eric deYoung,Powerfin Partners,Solar energy provider,960,"100 Congress Avenue, 17th floor
Austin, Texas 78701
(30.263622, -97.744452)",0.929688823223,,
2015-01-16,2016-01-16,Eric deYoung,Google,Provides internet related products and services,96,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.947381, -122.488915)",0.853724338611,,
2015-01-13,2016-01-13,William Bingham,Round Rock ISD,Education,140,"1311 Round Rock Avenue
Round Rock, Texas 78681
(30.511738, -97.695504)",0.915917595228,education,
2015-01-12,2016-01-12,Stephen Drenner,Lincoln Property Company,Real Estate Development,973,"7500 Rialto Blvd, Bldg 1, Suite 270
Austin, Texas 78735
(30.252458, -97.870861)",0.942312300205,real estate,
2015-01-12,2016-01-12,John Donisi,Condominiums at Tuscany Oaks,Land Development,700,"P.O. Box 1584
Cornelius, North Carolina 28031
",0.942312300205,development,
2015-01-12,2016-01-12,Leah Bojo,Duckworth Property Holdings,Real Estate Development,974,"2414 Harris Blvd.
Austin, Texas 78703
(30.292156, -97.756299)",0.929425563131,real estate,
2015-01-12,2016-01-12,Stephen Drenner,Manchester Financial Group,Real Estate Developement,448,"One Market Place, 33rd Floor
San Diego, California 92101
",0.939532000571,real estate,
2015-01-12,2016-01-12,Leah Bojo,Pecan Street Association,Real Estate Development,519,"525 E. 6th Street
Austin, Texas 78701
(30.266554, -97.737443)",0.931641042233,real estate,
2015-01-12,2016-01-12,Leah Bojo,A Stella Dog,Real Estate Development,978,"1109 Shady Lane
Austin, Texas 78721
(30.259997, -97.693196)",0.942312300205,real estate,
2015-01-12,2016-01-12,John Donisi,16 Piggybank,Real Estate,68,"8300 big View Drive
Austin, Texas 78730
(30.35119, -97.869972)",0.904565252364,real estate,
2015-01-12,2016-01-12,Stephen Drenner,Artesia Real Estate,Real Estate,592,"301 Chicon, Unit F
Austin, Texas 78702
",0.932676136494,real estate,
2015-01-12,2016-01-12,Leah Bojo,Aetna Sign Group,Real Estate Development,983,"2438 Freedom Dr.
San Antonio, Texas 78217
(29.531866, -98.451752)",0.926628506184,real estate,
2015-01-12,2016-01-12,Leah Bojo,Capital Metro,Bus System,607,"2910 East 6th Street
Austin, Texas 78702
",0.92813628912,,
2015-01-12,2017-01-15,Leah Bojo,Amplify Federal Credit Union,Real Estate Development,752,"PO Box 85300
Austin, Texas 78758
",0.9325096488,real estate,
2015-01-12,2016-01-12,Leah Bojo,Osten Hall,Real Estate,195,"501 N. IH 35
Austin, Texas 78702
(30.264954, -97.734399)",0.932467937469,real estate,
2015-01-12,2016-01-12,John Donisi,Alexa Management,Real Estate Development,90,"1309 East 7th Street
Austin, Texas 78702
(30.264909, -97.728815)",0.926854819059,real estate,
2015-01-12,2016-01-12,Leah Bojo,KDR Equities,Real Estate Development,988,"4125 Swiss Ave., Ste.100,
Dallas, Texas 75204
(32.795734, -96.777342)",0.927338038172,real estate,
2015-01-12,2016-01-12,John Donisi,Walters Southwest,Real Estate,861,"1100 Nueces Street
Austin, Texas 78701
(30.274517, -97.746632)",0.901211504753,real estate,
2015-01-12,2016-01-12,John Donisi,Butler Family Interests,Real Estate,70,"10300 Metropolitan Drive
Austin, Texas 78766
(30.384087, -97.717425)",0.9167955935,real estate,
2015-01-12,2016-01-12,Leah Bojo,Pegalo Properties,Real Estate Development,992,"501 North IH-35
Austin, Texas 78702
(30.264954, -97.734399)",0.942312300205,real estate,
